"","id","downloads","citations","views","total_checks","passed_checks","warning_checks","failed_checks","failures"
"4857","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXMMR01_20081016.50.2",3,0,76,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4858","doi%3A10.6085%2FAA%2FGHVX00_XXXITV2XMMR01_20100326.50.2",2,0,72,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4859","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXLSR03_20080730.50.1",1,0,63,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4860","doi%3A10.6085%2FAA%2FSWC001_022MXTI005R00_20070831.50.1",0,0,66,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4861","doi%3A10.6085%2FAA%2FFC30XX_030MXTI014R00_20020624.50.5",0,0,79,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4862","doi%3A10.6085%2FAA%2FTRLXXX_015MTBD003R00_20090630.50.1",1,0,8,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4863","doi%3A10.6085%2FAA%2FPELXXX_015MTBD009R00_20090402.50.1",1,0,13,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4864","doi%3A10.6085%2FAA%2FSHLX00_XXXITV2XLSR02_20100416.50.1",1,0,64,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4865","doi%3A10.6085%2FAA%2FHMS001_020MXTI018R00_20060830.50.6",0,0,84,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4866","doi%3A10.6085%2FAA%2FPTSXXX_015ADCP015R00_20110729.50.2",0,0,20,20,15,2,3,"The abstract is only 67 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4867","doi%3A10.5063%2FAA%2Fnrs.259.1",0,0,171,16,9,3,4,"The abstract is only 9 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"4868","doi%3A10.6085%2FAA%2FSHLX00_XXXIBTNXTSR01_20081212.50.1",1,0,63,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4869","doi%3A10.5063%2FF1GB226H",294,0,237,16,9,3,4,"The number of words in the dataset's title is 1. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"4870","doi%3A10.6085%2FAA%2FLBS15X_015MTV2014R00_20070618.50.2",1,0,77,20,14,3,3,"The abstract is only 62 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4871","doi%3A10.6085%2FAA%2FSUN001_026MHP2025R00_20090728.50.1",0,0,65,20,14,3,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4872","doi%3A10.6085%2FAA%2FSRKX00_XXXITV2XHSR01_20090622.50.1",3,0,67,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4873","Blandy.90.2",6,0,170,20,13,4,3,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"4874","doi%3A10.5063%2FAA%2Fknb.208.1",0,0,118,16,13,1,2,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identification"
"4875","doi%3A10.5063%2FAA%2Fklr.14.3",0,0,NA,20,11,5,4,"No abstract sections were found.discoveryThe number of words in the dataset's title is 5. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4876","doi%3A10.6085%2FAA%2FWILXXX_015MTBD014R00_20001214.50.5",0,0,75,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4877","doi%3A10.6085%2FAA%2FPTS001_021MXTI006R00_20041015.50.4",1,0,8,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4878","doi%3A10.6085%2FAA%2FSRKX00_XXXIBTNXTSR01_20111110.50.1",0,0,9,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4879","doi%3A10.5063%2FMS3R5F",0,0,0,16,14,2,0,""
"4880","doi%3A10.5063%2FF1HT2MMN",922,0,395,20,15,4,1,"The number of words in the dataset's title is 6. The minimum recommended word count is 7.identification"
"4881","doi%3A10.6085%2FAA%2FLNDXXX_013MTBD012R00_20021017.50.5",0,0,79,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4882","doi%3A10.6085%2FAA%2FSHLX00_XXXIBTNXTSR01_20081017.50.1",4,0,67,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4883","doi%3A10.6085%2FAA%2FLB15XX_015MTV2009R00_20080723.50.1",2,0,67,20,14,3,3,"The abstract is only 61 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4884","doi%3A10.6085%2FAA%2FHMS001_020MXTI011R00_20000207.50.5",1,0,77,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4885","doi%3A10.6085%2FAA%2FJALXXX_015MTBD003R00_20040206.50.5",1,0,75,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4886","doi%3A10.6085%2FAA%2FRKPX00_XXXITV2XLSR02_20100419.50.1",4,0,67,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4887","doi%3A10.6085%2FAA%2FLOV001_017MTBD008R00_20060203.50.5",0,0,78,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4888","doi%3A10.6085%2FAA%2FLOV001_017MTBD016R00_20061116.50.6",1,0,83,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4889","doi%3A10.5063%2FAA%2Fobfs.84.4",0,0,91,NA,NA,NA,NA,""
"4890","doi%3A10.6085%2FAA%2FWRK001_024MHP2014R00_20090714.50.1",0,0,67,20,14,3,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4891","doi%3A10.6085%2FAA%2FLBS15X_015MTV2009R00_20110422.50.1",1,0,15,20,14,3,3,"The abstract is only 62 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4892","doi%3A10.6085%2FAA%2FSWC001_022MXTI005R00_20090425.50.1",0,0,67,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4893","doi%3A10.6085%2FAA%2FMORXXX_015ADCP015R00_20080115.50.5",1,0,81,20,15,2,3,"The abstract is only 68 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4894","doi%3A10.6085%2FAA%2FSMGXXX_015MTBD009R00_20100305.50.1",0,0,11,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4895","doi%3A10.5063%2FF13B5XBC",109,0,206,20,14,4,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4896","doi%3A10.6085%2FAA%2FFCKX00_XXXITV2XMMR03_20101107.50.2",5,0,83,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4897","doi%3A10.6085%2FAA%2FHMS004_005MXTI005R00_20010313.50.5",0,0,76,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4898","doi%3A10.6085%2FAA%2FIMCKXX_XXXITBPXMSR00_20090101.50.3",0,0,72,20,14,3,3,"The abstract is only 40 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
